ans_idx,symptoms,persona,model_ans
1,勞傷心脾、心脾兩虛氣血不足者、健忘不眠,我最近睡眠很差，可能是因為工作太累，心神受損，導致氣血不足，所以容易健忘，晚上也睡不著。,c
1,勞傷心脾、心脾兩虛氣血不足者、盜汗虛熱,我最近睡眠很差，容易心悸、盜汗，而且手腳發熱，感覺身體很虛弱，好像氣血不足一樣。,c
1,勞傷心脾、心脾兩虛氣血不足者、食少體倦,我最近睡眠很差，可能是因為工作太累，傷了心脾。現在心脾虛弱，氣血不足，所以吃不下東西，整天都覺得很累。,b
1,勞傷心脾、心脾兩虛氣血不足者、脾不統血,我最近睡眠很差，容易心悸、氣短，而且臉色蒼白，手腳冰冷，晚上睡覺時還會盜汗。,h
1,健忘不眠、思慮過度、勞傷心脾,我最近失眠很嚴重，常常整晚睡不著，就算睡著了也很容易醒來。而且我變得健忘，想事情也比以前慢，感覺心很累。,a
1,健忘不眠、思慮過度、盜汗虛熱,我最近睡得很差，常常健忘、失眠，腦子裡一直胡思亂想，睡著後還會盜汗、覺得很熱。,e
1,健忘不眠、思慮過度、食少體倦,我最近睡得很差，常常健忘、失眠，腦子裡一直胡思亂想，吃不下東西，人也變得很疲倦。,b
1,健忘不眠、思慮過度、脾不統血,我最近記憶力變差，晚上睡不著，腦子裡一直胡思亂想，而且容易出血，像是牙齦出血、鼻子出血。,a
1,健忘不眠、思慮過度、心脾兩虛氣血不足者,我最近記憶力變差，晚上睡不著，腦子裡一直胡思亂想，感覺心臟無力、氣血不足。,a
1,健忘不眠、勞傷心脾、思慮過度,我最近記憶力變差，晚上睡不著，白天精神也不好，感覺心很累，可能是想太多、壓力太大了。,a
1,健忘不眠、勞傷心脾、盜汗虛熱,我最近睡得很差，常常健忘、失眠，感覺心很累，晚上還會盜汗、覺得身體很熱。,b
1,健忘不眠、勞傷心脾、食少體倦,我最近記憶力變差，晚上睡不著，白天又很累，吃不下東西，身體也越來越虛弱。,b
1,健忘不眠、勞傷心脾、脾不統血,我最近記憶力變差，晚上睡不著，白天精神也不好，而且容易心悸、胸悶，感覺心臟很累。,a
1,健忘不眠、勞傷心脾、心脾兩虛氣血不足者,我最近記憶力變差，晚上睡不著，白天又容易累，而且心悸、氣短，感覺身體很虛。,b
1,健忘不眠、盜汗虛熱、思慮過度,我最近睡得很差，常常健忘、失眠，還會盜汗、覺得身體很熱，可能是想太多造成的。,b
1,健忘不眠、盜汗虛熱、勞傷心脾,我最近睡得很差，常常健忘、失眠，而且盜汗、身體發熱，感覺心脾受損。,b
1,健忘不眠、盜汗虛熱、食少體倦,我最近睡得很差，常常健忘、失眠，還會盜汗、覺得身體很熱，吃不下東西，人也變得很疲倦。,b
1,健忘不眠、盜汗虛熱、脾不統血,我最近睡得很差，常常健忘、失眠，而且盜汗、身體發熱，感覺脾胃虛弱，血氣不順。,b
1,健忘不眠、盜汗虛熱、心脾兩虛氣血不足者,我最近記憶力變差，晚上睡不著，還會盜汗、覺得身體很熱，容易心悸、氣喘，而且臉色蒼白。,c
1,健忘不眠、食少體倦、思慮過度,我最近睡得很差，常常健忘、失眠，吃不下東西、身體疲倦，而且一直胡思亂想。,b
1,健忘不眠、食少體倦、勞傷心脾,我最近記憶力變差，晚上睡不著，吃不下東西，身體很疲倦，感覺心神受損。,b
1,健忘不眠、食少體倦、盜汗虛熱,我最近睡得很差，常常健忘、失眠，吃不下東西、身體疲倦，還會盜汗、覺得身體很熱。,b
1,健忘不眠、食少體倦、脾不統血,我最近記憶力變差，晚上睡不著，吃不下東西，身體很疲倦，而且容易出血。,b
1,健忘不眠、食少體倦、心脾兩虛氣血不足者,我最近記憶力變差，晚上睡不著，吃不下東西，身體很疲倦，感覺心臟和脾胃都很虛弱，氣血也不足。,b
1,健忘不眠、脾不統血、思慮過度,我最近記憶力變差，晚上睡不著，就算睡著了也很容易醒來。而且我常常胡思亂想，腦子裡一直轉個不停。,f
1,健忘不眠、脾不統血、勞傷心脾,我最近記憶力變差，晚上睡不著，就算睡著了也很容易醒來。而且我脾胃不好，常常消化不良，心臟也覺得很累。,b
1,健忘不眠、脾不統血、盜汗虛熱,我最近記憶力變差，晚上睡不著，就算睡著了也會盜汗，醒來後還是覺得很熱。,e
1,健忘不眠、脾不統血、食少體倦,我最近記憶力變差，晚上睡不著，白天又很疲倦，吃不下東西，身體也越來越虛弱。,b
1,健忘不眠、脾不統血、心脾兩虛氣血不足者,我最近記憶力變差，晚上睡不著，而且容易心悸、氣短，感覺身體很虛弱。,a
1,健忘不眠、心脾兩虛氣血不足者、思慮過度,我最近記憶力變差，晚上睡不著，心悸、氣短，容易疲倦，想太多事情。,a
1,健忘不眠、心脾兩虛氣血不足者、勞傷心脾,我最近記憶力變差，晚上睡不著，心悸、氣短，容易疲倦，感覺心神不寧。,a
1,健忘不眠、心脾兩虛氣血不足者、盜汗虛熱,我最近記憶力變差，晚上睡不著，心悸盜汗，身體虛弱，感覺氣血不足。,b
1,健忘不眠、心脾兩虛氣血不足者、食少體倦,我最近記憶力變差，晚上睡不著，白天又很疲倦，吃不下東西，身體也軟綿綿的。,b
1,健忘不眠、心脾兩虛氣血不足者、脾不統血,我最近記憶力變差，晚上睡不著，容易心悸、氣短，而且臉色蒼白，嘴唇沒有血色。,a
1,盜汗虛熱、思慮過度、勞傷心脾,我最近睡覺時常盜汗，身體發熱，白天思緒混亂，想太多事情，感覺心神疲憊。,b
1,盜汗虛熱、思慮過度、健忘不眠,我最近睡得很差，晚上常盜汗、覺得身體很熱，白天又容易胡思亂想，記憶力也變差，整個人都很疲倦。,e
1,盜汗虛熱、思慮過度、食少體倦,我最近睡得很差，晚上常盜汗、覺得身體很熱，白天又一直胡思亂想，吃不下東西，人也變得很累。,e
1,盜汗虛熱、思慮過度、脾不統血,我最近睡覺時常盜汗，身體發熱，腦子裡一直胡思亂想，停不下來，而且容易流鼻血、牙齦出血。,e
1,盜汗虛熱、思慮過度、心脾兩虛氣血不足者,我最近睡覺時常盜汗，身體發熱，白天也容易胡思亂想，心神不寧，感覺心臟和脾胃都很虛弱，氣血也不足。,b
1,盜汗虛熱、勞傷心脾、思慮過度,我最近睡覺時常盜汗，身體發熱，白天容易疲倦，心神不寧，想太多事情。,b
1,盜汗虛熱、勞傷心脾、健忘不眠,我最近睡得很差，晚上常盜汗、覺得身體很熱，白天容易累、心悸，記憶力也變差了。,h
1,盜汗虛熱、勞傷心脾、食少體倦,我最近睡覺時常盜汗，身體發熱，白天容易疲倦，食慾也不好。,b
1,盜汗虛熱、勞傷心脾、脾不統血,我最近睡覺時常盜汗，身體發熱，白天容易疲倦，心悸氣短，而且容易失眠多夢。,h
1,盜汗虛熱、勞傷心脾、心脾兩虛氣血不足者,我晚上睡覺時常盜汗，身體發熱，白天容易疲倦，心悸氣短，感覺心脾受損，氣血不足。,b
1,盜汗虛熱、健忘不眠、思慮過度,我最近睡得很差，晚上常盜汗、覺得身體很熱，白天容易健忘，晚上睡不著，腦子裡一直胡思亂想。,e
1,盜汗虛熱、健忘不眠、勞傷心脾,我最近睡得很差，晚上常盜汗、覺得身體很熱，白天容易健忘，晚上睡不著，感覺心很累。,e
1,盜汗虛熱、健忘不眠、食少體倦,我最近睡得很差，晚上常盜汗、覺得很熱，白天卻容易忘東忘西，晚上睡不著，吃不下東西，人也變得很累。,b
1,盜汗虛熱、健忘不眠、脾不統血,我最近睡覺時常盜汗，身體發熱，記憶力變差，晚上睡不著，白天精神也不好。,b
1,盜汗虛熱、健忘不眠、心脾兩虛氣血不足者,我最近睡得很差，晚上常盜汗、覺得身體很熱，白天容易健忘，晚上睡不著，感覺心臟和脾胃都很虛弱，氣血也不足。,b
1,盜汗虛熱、食少體倦、思慮過度,我最近睡得很差，晚上常盜汗、覺得身體很熱，吃不下東西、全身沒力氣，而且一直胡思亂想，腦子停不下來。,e
1,盜汗虛熱、食少體倦、勞傷心脾,我最近睡覺時常盜汗，身體發熱，吃不下東西，身體很疲倦，感覺心脾受損了。,b
1,盜汗虛熱、食少體倦、健忘不眠,我最近睡得很差，晚上常盜汗、覺得身體很熱，吃不下東西、全身沒力氣，記憶力也變差了。,b
1,盜汗虛熱、食少體倦、脾不統血,我最近睡覺時常盜汗，身體發熱，吃不下東西，身體很疲倦，而且容易流鼻血。,b
1,盜汗虛熱、食少體倦、心脾兩虛氣血不足者,我最近睡覺時常盜汗，身體發熱，吃不下東西，身體很疲倦，感覺心臟和脾胃都很虛弱，氣血也不足。,b
1,盜汗虛熱、脾不統血、思慮過度,我最近睡覺時常盜汗，身體發熱，脾胃虛弱，容易出血，可能是因為想太多、壓力太大了。,b
1,盜汗虛熱、脾不統血、勞傷心脾,我最近睡覺時常盜汗，身體發熱，脾胃虛弱，容易出血，而且心脾受損，很疲倦。,b
1,盜汗虛熱、脾不統血、健忘不眠,我晚上睡覺時常盜汗，身體發熱，脾胃虛弱，血氣不調，導致健忘和失眠。,b
1,盜汗虛熱、脾不統血、食少體倦,我最近睡覺時常盜汗，身體發熱，脾胃虛弱，血氣不調，吃不下東西，身體也覺得很疲倦。,b
1,盜汗虛熱、脾不統血、心脾兩虛氣血不足者,我晚上睡覺時常盜汗，身體發熱，脾胃虛弱，容易出血，氣血不足，心脾兩虛。,b
1,盜汗虛熱、心脾兩虛氣血不足者、思慮過度,我最近睡覺時常盜汗，身體發熱，容易心悸、氣短，而且常常胡思亂想，睡不著。,h
1,盜汗虛熱、心脾兩虛氣血不足者、勞傷心脾,我晚上睡覺時常盜汗，身體發熱，容易心悸、氣短，而且精神不濟，容易疲倦。,h
1,盜汗虛熱、心脾兩虛氣血不足者、健忘不眠,我晚上睡覺時常盜汗，身體發熱，心悸氣短，記憶力變差，睡不著。,h
1,盜汗虛熱、心脾兩虛氣血不足者、食少體倦,我晚上睡覺時常盜汗，身體發熱，白天容易疲倦，食慾也不好，感覺心臟和脾胃都很虛弱，氣血不足。,b
1,盜汗虛熱、心脾兩虛氣血不足者、脾不統血,我晚上睡覺時常盜汗，身體發熱，容易心悸、氣短，而且臉色蒼白，手腳冰冷。,h
1,食少體倦、思慮過度、勞傷心脾,最近我食慾不振、身體疲倦，腦子裡一直胡思亂想，感覺心神耗損嚴重。,b
1,食少體倦、思慮過度、健忘不眠,我最近睡得很差，吃不下東西、身體疲倦，腦子裡一直胡思亂想，記性也變差了。,b
1,食少體倦、思慮過度、盜汗虛熱,我最近睡得很差，吃不下東西、身體疲倦，腦子裡一直胡思亂想，睡覺時還會盜汗、覺得身體很熱。,b
1,食少體倦、思慮過度、脾不統血,我最近睡得很差，吃不下東西，身體很疲倦，腦子裡一直胡思亂想，而且容易流鼻血。,b
1,食少體倦、思慮過度、心脾兩虛氣血不足者,我最近睡得很差，吃不下東西，身體很疲倦，一直胡思亂想，感覺心臟和脾胃都很虛弱，氣血也不足。,b
1,食少體倦、勞傷心脾、思慮過度,最近我食慾不振、身體疲倦，感覺心神受損，可能是因為想太多、壓力太大。,b
1,食少體倦、勞傷心脾、健忘不眠,最近我食慾不振、身體疲倦，感覺心神受損，記憶力變差，晚上也睡不好。,b
1,食少體倦、勞傷心脾、盜汗虛熱,最近我食慾不振、身體疲倦，感覺心神受損，晚上睡覺時盜汗，身體虛熱。,b
1,食少體倦、勞傷心脾、脾不統血,我最近食慾不振，身體疲倦，心神不寧，容易失眠，而且皮膚常常瘀青。,b
1,食少體倦、勞傷心脾、心脾兩虛氣血不足者,我最近食慾不振、身體疲倦，感覺心臟很累，氣血不足，整個人都很虛。,b
1,食少體倦、健忘不眠、思慮過度,我最近食慾不振、身體疲倦，記憶力變差，晚上睡不著，腦子裡一直胡思亂想。,b
1,食少體倦、健忘不眠、勞傷心脾,最近我食慾不振、身體疲倦，記憶力也變差了。晚上睡不著，就算睡著了也很容易醒來，感覺心神耗損得很嚴重。,b
1,食少體倦、健忘不眠、盜汗虛熱,我最近睡得很差，吃不下東西、身體很累，記憶力也變差了。晚上睡不著，就算睡著了也會盜汗，醒來後覺得身體很熱。,b
1,食少體倦、健忘不眠、脾不統血,我最近食慾不振、身體疲倦，記憶力變差，晚上睡不著，而且容易流鼻血、瘀青。,b
1,食少體倦、健忘不眠、心脾兩虛氣血不足者,我最近食慾不振、身體疲倦，記憶力變差，晚上睡不著，白天也提不起精神。,b
1,食少體倦、盜汗虛熱、思慮過度,最近我食慾不振、身體疲倦，晚上睡覺時常盜汗、覺得身體很熱，白天又容易胡思亂想，想太多。,b
1,食少體倦、盜汗虛熱、勞傷心脾,最近我食慾不振、身體疲倦，晚上睡覺時盜汗、覺得身體很熱，白天精神也不好，感覺心脾受損了。,b
1,食少體倦、盜汗虛熱、健忘不眠,最近我食慾不振、身體疲倦，晚上睡覺時常盜汗、覺得身體很熱，記憶力也變差，而且失眠睡不著。,b
1,食少體倦、盜汗虛熱、脾不統血,我最近睡得很差，吃不下東西，身體很疲倦，晚上睡覺時盜汗，白天卻覺得很熱，而且容易流鼻血。,e
1,食少體倦、盜汗虛熱、心脾兩虛氣血不足者,我最近睡得很差，吃不下東西、身體疲倦，晚上睡覺時盜汗、覺得很熱，可能是因為心脾虛弱、氣血不足。,b
1,食少體倦、脾不統血、思慮過度,最近我食慾不振，身體疲倦，脾胃虛弱，導致氣血不足，常常胡思亂想，睡不好。,b
1,食少體倦、脾不統血、勞傷心脾,最近我食慾不振，身體疲倦，脾胃虛弱，導致氣血不足，心脾受損，所以睡不好。,b
1,食少體倦、脾不統血、健忘不眠,我最近食慾不振，身體疲倦，脾胃虛弱，導致氣血不足，健忘失眠。,b
1,食少體倦、脾不統血、盜汗虛熱,我最近睡得很差，吃不下東西，身體很疲倦，脾胃虛弱，晚上睡覺時盜汗，身體發熱。,b
1,食少體倦、脾不統血、心脾兩虛氣血不足者,我最近食慾不振，身體疲倦，脾胃虛弱，氣血不足，心臟和脾臟都虛弱。,b
1,食少體倦、心脾兩虛氣血不足者、思慮過度,我最近睡得很差，吃不下東西，身體很疲倦，心臟和脾胃都很虛弱，氣血不足，可能是想太多造成的。,b
1,食少體倦、心脾兩虛氣血不足者、勞傷心脾,我最近食慾不振、身體疲倦，心悸、失眠，容易健忘，而且氣色很差。,b
1,食少體倦、心脾兩虛氣血不足者、健忘不眠,我最近食慾不振、身體疲倦，心臟和脾胃虛弱，氣血不足，記憶力變差，晚上也睡不好。,b
1,食少體倦、心脾兩虛氣血不足者、盜汗虛熱,我最近睡得很差，吃不下東西，身體很疲倦，心臟和脾胃都很虛弱，氣血不足，晚上還會盜汗，覺得身體很熱。,b
1,食少體倦、心脾兩虛氣血不足者、脾不統血,我最近食慾不振、身體疲倦，心臟和脾胃都很虛弱，氣血不足，脾臟也無法控制血液，導致我睡眠不好。,b
1,脾不統血、思慮過度、勞傷心脾,我最近睡得很差，常常半夜醒來，醒來後就胡思亂想，越想越睡不著，而且早上起床後還是覺得很累。,a
1,脾不統血、思慮過度、健忘不眠,我最近睡得很差，常常半夜醒來，而且醒來後就睡不著了。白天也容易健忘，想事情想太多，脾氣也變得很暴躁。,e
1,脾不統血、思慮過度、盜汗虛熱,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且腦子一直胡思亂想，停不下來。,e
1,脾不統血、思慮過度、食少體倦,最近我睡得很差，常常半夜醒來，醒來後就睡不著了。而且我很容易胡思亂想，想東想西，越想越睡不著。白天也提不起勁，吃不下東西，人也變得很疲倦。,a
1,脾不統血、思慮過度、心脾兩虛氣血不足者,我最近睡得很差，常常半夜醒來，而且醒來後就睡不著了。白天也容易胡思亂想，心神不寧，感覺很累但又睡不著。,f
1,脾不統血、勞傷心脾、思慮過度,我最近睡眠很差，常常半夜醒來，醒來後就睡不著了。而且我很容易心悸、健忘，白天也覺得很累，沒精神。,a
1,脾不統血、勞傷心脾、健忘不眠,我最近睡得很差，常常健忘、失眠，而且心悸、心煩，感覺脾胃也不太好。,b
1,脾不統血、勞傷心脾、盜汗虛熱,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且心悸、健忘，脾胃也不太好。,b
1,脾不統血、勞傷心脾、食少體倦,我最近睡眠很差，常常半夜醒來，醒來後就睡不著了。而且我食慾不振，身體很疲倦，感覺心脾都很累。,b
1,脾不統血、勞傷心脾、心脾兩虛氣血不足者,我最近睡得很差，常常半夜醒來，醒來後就心悸、盜汗，白天也容易疲倦、頭暈，感覺心臟無力、氣血不足。,c
1,脾不統血、健忘不眠、思慮過度,我最近睡得很差，常常健忘、失眠，而且一想事情就停不下來，感覺脾臟好像出了問題，控制不住自己的血氣。,b
1,脾不統血、健忘不眠、勞傷心脾,我最近睡得很差，常常健忘、失眠，而且心脾很累，感覺脾臟好像無法控制血液一樣。,b
1,脾不統血、健忘不眠、盜汗虛熱,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且記憶力變差，容易健忘，感覺身體虛虛的，好像血流不順。,b
1,脾不統血、健忘不眠、食少體倦,我最近睡得很差，常常健忘、失眠，吃不下東西，身體也覺得很疲倦。,b
1,脾不統血、健忘不眠、心脾兩虛氣血不足者,我最近睡得很差，常常健忘、失眠，而且容易心悸、氣喘，感覺身體很虛弱。,a
1,脾不統血、盜汗虛熱、思慮過度,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且腦子一直胡思亂想，停不下來。,e
1,脾不統血、盜汗虛熱、勞傷心脾,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且心悸、胸悶，感覺很累。,h
1,脾不統血、盜汗虛熱、健忘不眠,我最近睡得很差，常常盜汗、覺得身體很熱，而且很健忘，晚上也睡不著。,e
1,脾不統血、盜汗虛熱、食少體倦,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且食慾不振，身體很疲倦，好像血都流光了一樣。,b
1,脾不統血、盜汗虛熱、心脾兩虛氣血不足者,我晚上睡覺時常盜汗，醒來後覺得身體虛熱，而且心悸、氣短，容易疲倦。,h
1,脾不統血、食少體倦、思慮過度,我最近睡得很差，常常半夜醒來，醒來後就睡不著了。而且我食慾不振，身體疲倦，腦子裡總是想東想西，停不下來。,e
1,脾不統血、食少體倦、勞傷心脾,最近我睡得很差，脾胃不好，吃不下東西，身體很疲倦，感覺心臟和脾臟都受傷了。,b
1,脾不統血、食少體倦、健忘不眠,我最近脾胃不好，吃不下東西，身體很疲倦，記憶力也變差了，晚上還睡不著。,b
1,脾不統血、食少體倦、盜汗虛熱,我最近睡得很差，脾胃不好，吃不下東西，身體很疲倦，晚上還會盜汗，覺得身體很虛、很熱。,b
1,脾不統血、食少體倦、心脾兩虛氣血不足者,我最近睡得很差，脾胃不好，吃不下東西，身體很疲倦，心臟和脾臟都很虛弱，氣血不足。,b
1,脾不統血、心脾兩虛氣血不足者、思慮過度,我最近睡得很差，常常半夜醒來，醒來後就睡不著了。而且我很容易心悸、氣短，平時也容易疲倦、頭暈。,h
1,脾不統血、心脾兩虛氣血不足者、勞傷心脾,我最近睡眠很差，常常半夜醒來，醒來後就睡不著了。而且我很容易疲倦，氣色也不好，感覺心臟無力，脾胃也不舒服。,b
1,脾不統血、心脾兩虛氣血不足者、健忘不眠,我最近睡得很差，常常健忘、失眠，而且容易頭暈、心悸，感覺身體很虛弱。,b
1,脾不統血、心脾兩虛氣血不足者、盜汗虛熱,我晚上睡覺時常盜汗，醒來後覺得很熱，而且心悸、氣短，容易疲倦。  （字數：49）,h
1,脾不統血、心脾兩虛氣血不足者、食少體倦,我最近睡得很差，常常半夜醒來，醒來後就睡不著了。而且我食慾不振，身體很疲倦，感覺氣血不足。,b
1,心脾兩虛氣血不足者、思慮過度、勞傷心脾,我最近睡得很差，常常心悸、氣短，而且容易胡思亂想，感覺心神不寧，整個人都很疲倦。,c
1,心脾兩虛氣血不足者、思慮過度、健忘不眠,我最近睡得很差，常常半夜醒來就睡不著，而且很容易健忘，想事情也提不起勁。,a
1,心脾兩虛氣血不足者、思慮過度、盜汗虛熱,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且容易胡思亂想，感覺心神不寧，氣血也很虛弱。,b
1,心脾兩虛氣血不足者、思慮過度、食少體倦,我最近睡得很差，常常心悸、氣短，而且很容易疲倦，吃不下東西，人也瘦了一圈。一想到事情就覺得很煩，晚上躺在床上翻來覆去睡不著。,b
1,心脾兩虛氣血不足者、思慮過度、脾不統血,我最近睡得很差，常常心悸、氣短，而且容易胡思亂想，睡前還會口乾舌燥、盜汗。,h
1,心脾兩虛氣血不足者、勞傷心脾、思慮過度,我最近睡眠很差，容易心悸、氣短，而且頭暈、記憶力變差，感覺身體很虛弱，可能是因為工作壓力太大，想太多事情。,a
1,心脾兩虛氣血不足者、勞傷心脾、健忘不眠,我最近睡得很差，常常健忘、睡不著，而且心悸、氣喘，感覺身體很虛弱。,a
1,心脾兩虛氣血不足者、勞傷心脾、盜汗虛熱,我最近睡眠很差，容易心悸、氣短，盜汗很多，身體虛熱，感覺心神不寧，好像心臟被掏空一樣。,c
1,心脾兩虛氣血不足者、勞傷心脾、食少體倦,我最近睡眠很差，容易心悸、氣短，而且很疲倦，吃不下東西，人也瘦了。,b
1,心脾兩虛氣血不足者、勞傷心脾、脾不統血,我最近睡眠很差，容易心悸、氣短，而且臉色蒼白、嘴唇沒有血色，平時容易疲倦、食慾不振。,c
1,心脾兩虛氣血不足者、健忘不眠、思慮過度,我最近睡得很差，常常健忘、睡不著，而且一想事情就停不下來。,a
1,心脾兩虛氣血不足者、健忘不眠、勞傷心脾,我最近睡得很差，常常健忘、睡不著，而且很容易累，感覺心臟無力、氣血不足。,b
1,心脾兩虛氣血不足者、健忘不眠、盜汗虛熱,我最近睡得很差，常常健忘、睡不著，而且半夜會盜汗，醒來後覺得身體虛熱。,b
1,心脾兩虛氣血不足者、健忘不眠、食少體倦,我最近睡得很差，常常健忘、睡不著，而且吃不下東西，身體也很疲倦。,b
1,心脾兩虛氣血不足者、健忘不眠、脾不統血,我最近睡得很差，常常健忘、睡不著，而且脾胃不好，容易出血。,b
1,心脾兩虛氣血不足者、盜汗虛熱、思慮過度,我最近睡得很差，常常半夜盜汗，身體虛熱，白天又容易疲倦、想睡。而且我很容易胡思亂想，想太多事情。,b
1,心脾兩虛氣血不足者、盜汗虛熱、勞傷心脾,我最近睡眠很差，常常半夜盜汗，醒來後覺得身體虛熱，白天容易疲倦，感覺心臟無力、氣血不足。,b
1,心脾兩虛氣血不足者、盜汗虛熱、健忘不眠,我最近睡得很差，常常盜汗、覺得身體熱熱的，而且很健忘，晚上睡不著。,b
1,心脾兩虛氣血不足者、盜汗虛熱、食少體倦,我最近睡得很差，常常半夜盜汗，醒來後覺得身體很熱，而且食慾不振、全身無力。,h
1,心脾兩虛氣血不足者、盜汗虛熱、脾不統血,我晚上睡覺時常盜汗，身體虛熱，而且容易頭暈、氣喘，感覺血氣不足。,b
1,心脾兩虛氣血不足者、食少體倦、思慮過度,我最近睡得很差，常常覺得心悸、氣短，身體疲倦沒力氣，吃不下東西，腦子裡一直胡思亂想。,b
1,心脾兩虛氣血不足者、食少體倦、勞傷心脾,我最近睡眠很差，常常覺得心悸、氣短，身體疲倦沒力氣，吃不下東西，應該是心脾兩虛、氣血不足造成的。,b
1,心脾兩虛氣血不足者、食少體倦、健忘不眠,我最近睡得很差，常常覺得心悸、氣短，身體很疲倦，吃不下東西，記憶力也變差了。,b
1,心脾兩虛氣血不足者、食少體倦、盜汗虛熱,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且食慾不振、身體疲倦，感覺氣血不足。,b
1,心脾兩虛氣血不足者、食少體倦、脾不統血,我最近睡得很差，常常覺得心悸、氣短，身體很疲倦，吃不下東西，而且容易流鼻血。,a
1,心脾兩虛氣血不足者、脾不統血、思慮過度,我最近睡得很差，常常心悸、氣短，而且容易頭暈、臉色蒼白。一想到事情就睡不著，就算睡著了也容易醒來。,c
1,心脾兩虛氣血不足者、脾不統血、勞傷心脾,我最近睡眠很差，容易心悸、氣短，而且臉色蒼白、嘴唇沒有血色，平時容易疲倦、沒精神。,c
1,心脾兩虛氣血不足者、脾不統血、健忘不眠,我最近睡得很差，常常健忘、失眠，而且心悸、氣喘，臉色蒼白，手腳冰冷。,a
1,心脾兩虛氣血不足者、脾不統血、盜汗虛熱,我最近睡得很差，常常半夜盜汗，醒來後覺得很熱，而且心悸、氣短，臉色蒼白，手腳冰冷。,h
1,心脾兩虛氣血不足者、脾不統血、食少體倦,我最近睡眠很差，常常心悸、氣短，而且很容易疲倦，吃不下東西，身體也越來越虛弱。,b
2,心血不足所致的心臟神經官能衰弱、心神不寧、心悸神疲,我最近心神不寧，常常心悸、疲倦，晚上睡覺也睡不好，感覺心臟跳得很無力。,c
2,心血不足所致的心臟神經官能衰弱、心神不寧、失眠多夢,我最近心神不寧，晚上睡不著，就算睡著了也常做夢，醒來後覺得心臟跳得很快，好像快跳出來一樣。,c
2,心血不足所致的心臟神經官能衰弱、心悸神疲、心神不寧,我最近心臟跳得很快，而且很累、心神不寧，好像心臟出了什麼問題，但檢查又沒什麼異常。,c
2,心血不足所致的心臟神經官能衰弱、心悸神疲、失眠多夢,我最近心臟跳得很快，而且很累，晚上睡不著，一直做夢。,c
2,心血不足所致的心臟神經官能衰弱、失眠多夢、心神不寧,我最近心臟不太好，常常失眠多夢，睡不著的時候心神不寧，感覺心臟跳得很無力。,c
2,心血不足所致的心臟神經官能衰弱、失眠多夢、心悸神疲,我最近心臟跳得很快，而且很累，晚上睡不著，一直做夢，醒來後還是覺得很疲倦。,c
2,心神不寧、心血不足所致的心臟神經官能衰弱、心悸神疲,我最近心神不寧，老是覺得心臟跳很快、很累，晚上也睡不好，常常半夜驚醒。,c
2,心神不寧、心血不足所致的心臟神經官能衰弱、失眠多夢,我最近心神不寧，常常失眠多夢，醒來後還是覺得很累。醫生說我是心血不足，導致心臟神經官能衰弱。,c
2,心神不寧、心悸神疲、心血不足所致的心臟神經官能衰弱,我最近心神不寧，老是覺得心臟跳很快、很累，好像心臟出了什麼問題，但檢查又沒事。,c
2,心神不寧、心悸神疲、失眠多夢,我最近睡得很差，心神不寧，心臟跳得很快，人也累累的，晚上還一直失眠，做很多夢。,c
2,心神不寧、失眠多夢、心血不足所致的心臟神經官能衰弱,我最近心神不寧，晚上睡不著，就算睡著了也一直做夢，醒來後還是覺得很累，好像心臟快跳出來一樣。,c
2,心神不寧、失眠多夢、心悸神疲,我最近睡得很差，心神不寧，晚上常常失眠，就算睡著了也一直做夢，醒來後心悸神疲，整個人都很累。,c
2,心悸神疲、心血不足所致的心臟神經官能衰弱、心神不寧,我最近睡得很差，心臟跳得很快，人也特別累，感覺心神不寧，好像心臟出了什麼問題。,c
2,心悸神疲、心血不足所致的心臟神經官能衰弱、失眠多夢,我最近睡得很差，心臟跳得很快，人也特別累，晚上睡覺時常常做夢，醒來後還是覺得很疲倦。,c
2,心悸神疲、心神不寧、心血不足所致的心臟神經官能衰弱,我最近睡得很差，心臟跳得很快，人也累累的，常常心神不寧，感覺心臟好像出了問題。,c
2,心悸神疲、心神不寧、失眠多夢,我最近睡得很差，心臟跳得很快，人也累累的，晚上睡覺時心神不寧，一直做夢，醒來後還是覺得很累。,c
2,心悸神疲、失眠多夢、心血不足所致的心臟神經官能衰弱,我最近睡得很差，心臟跳得很快，人也特別累，晚上睡不著，還老做夢。醫生說我是心血不足，導致心臟神經衰弱了。,c
2,心悸神疲、失眠多夢、心神不寧,我最近睡得很差，心臟跳得很快，人也累累的，晚上睡不著，就算睡著了也一直做夢，醒來後還是覺得心神不寧。,c
2,失眠多夢、心血不足所致的心臟神經官能衰弱、心神不寧,我最近失眠很嚴重，每天晚上都做很多夢，醒來後還是覺得很累。而且我很容易心神不寧，常常覺得心臟跳很快，好像快跳出來一樣。,c
