ans_idx,symptoms,persona,model_ans
9,高血壓、更年期綜合徵,最近睡覺睡不好，血壓高，容易心悸，盜汗，頭暈，還有更年期的症狀，像是情緒不穩、熱潮紅。,j
9,高血壓、失眠等具有胸滿煩驚之主症者,我最近睡得很差，常常半夜醒來，而且醒來後心悸、胸悶、煩躁不安，好像有什麼東西壓在胸口一樣。,j
9,失眠等具有胸滿煩驚之主症者、精神神經官能症,我最近失眠很嚴重，睡不著的時候會覺得胸口悶悶的，很容易被嚇到，而且精神很緊張，常常覺得焦慮不安。,j
9,失眠等具有胸滿煩驚之主症者、血管神經性頭痛,我最近失眠很嚴重，睡不著時會覺得胸口悶悶的，很容易被嚇到，而且頭常常痛，像神經在跳一樣。,j
9,失眠等具有胸滿煩驚之主症者、更年期綜合徵,我最近失眠很嚴重，睡不著的時候會覺得胸口悶悶的，很容易被嚇到，而且還有更年期的症狀，像是潮熱、盜汗、心悸。,j
9,失眠等具有胸滿煩驚之主症者、高血壓,我最近失眠很嚴重，睡不著的時候會覺得胸口悶悶的，很容易被嚇到，而且血壓也偏高。,j
10,汗吐下後虛煩不眠、心下懊憹,我最近睡眠很差，每次睡到一半就會盜汗、嘔吐、拉肚子，醒來後覺得心煩意亂，睡不著。,h
10,汗吐下後虛煩不眠、身熱不退仍散漫在表,我最近睡得很差，出汗後會覺得心煩意亂，睡不著。而且身體一直發熱，但熱氣卻散不掉，都浮在皮膚表面。,k
10,心下懊憹、汗吐下後虛煩不眠,我最近睡得很差，心裡很煩躁，常常半夜盜汗、吐瀉，醒來後還是覺得很虛弱，睡不著。,h
10,心下懊憹、身熱不退仍散漫在表,我最近睡得很差，心裡煩躁不安，身體發熱卻散在體表，怎麼退都退不掉。,k
10,身熱不退仍散漫在表、汗吐下後虛煩不眠,我最近一直發燒，但熱度散在身體表面，退不掉。吐完汗後，反而覺得心煩意亂，睡不著覺。,k
10,身熱不退仍散漫在表、心下懊憹,我最近一直發燒，但熱度不高，而且感覺熱氣散布在身體表面，揮之不去。心裡很煩躁，悶悶不樂。,k
